"Journal Data Filtered By:  Selected Categories: ONCOLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Clinical Medicine Insights-Oncology","N/A","1179-5549","ONCOLOGY - SCIE","556","2.412","Q4","0.41","100"%,
"European Journal of Oncology Nursing","1462-3889","1532-2122","ONCOLOGY - SCIE","3,404","2.398","Q4","0.98","6.6"%,
"Familial Cancer","1389-9600","1573-7292","ONCOLOGY - SCIE","2,174","2.375","Q4","0.52","20.49"%,
"Brachytherapy","1538-4721","1873-1449","ONCOLOGY - SCIE","2,421","2.362","Q4","0.57","3.66"%,
"AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS","0277-3732","1537-453X","ONCOLOGY - SCIE","5,263","2.339","Q4","0.5","2.06"%,
"Seminars in Oncology Nursing","0749-2081","1878-3449","ONCOLOGY - SCIE","1,412","2.315","Q4","0.65","2.14"%,
"ANTI-CANCER DRUGS","0959-4973","1473-5741","ONCOLOGY - SCIE","4,502","2.248","Q4","0.61","5.11"%,
"Journal of Adolescent and Young Adult Oncology","2156-5333","2156-535X","ONCOLOGY - SCIE","1,164","2.223","Q4","0.43","2.01"%,
"CANCER INVESTIGATION","0735-7907","1532-4192","ONCOLOGY - SCIE","3,097","2.176","Q4","0.47","2.87"%,
"ONCOLOGY NURSING FORUM","0190-535X","1538-0688","ONCOLOGY - SCIE","4,230","2.172","Q4","0.76","0"%,
"Tumori Journal","0300-8916","2038-2529","ONCOLOGY - SCIE","2,326","2.098","Q4","0.32","1.56"%,
"JOURNAL OF CANCER EDUCATION","0885-8195","1543-0154","ONCOLOGY - SCIE","3,045","2.037","Q4","0.77","8.5"%,
"PEDIATRIC HEMATOLOGY AND ONCOLOGY","0888-0018","1521-0669","ONCOLOGY - SCIE","1,718","1.969","Q4","0.37","1.02"%,
"JOURNAL OF ONCOLOGY PHARMACY PRACTICE","1078-1552","1477-092X","ONCOLOGY - SCIE","1,993","1.809","Q4","0.46","3.23"%,
"Journal of Cancer Research and Therapeutics","0973-1482","1998-4138","ONCOLOGY - SCIE","4,165","1.805","Q4","0.29","1.42"%,
"JOURNAL OF CHEMOTHERAPY","1120-009X","1973-9478","ONCOLOGY - SCIE","1,781","1.714","Q4","0.48","1.46"%,
"Journal of Contemporary Brachytherapy","1689-832X","2081-2841","ONCOLOGY - SCIE","855","1.656","Q4","0.41","100"%,
"Journal of Pediatric Oncology Nursing","1043-4542","1532-8457","ONCOLOGY - SCIE","1,338","1.636","Q4","0.69","0"%,
"Medical Dosimetry","0958-3947","1873-4022","ONCOLOGY - SCIE","949","1.482","Q4","0.37","1.16"%,
"JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY","1077-4114","1536-3678","ONCOLOGY - SCIE","4,840","1.289","Q4","0.35","0.64"%,
"BULLETIN DU CANCER","0007-4551","1769-6917","ONCOLOGY - SCIE","1,530","1.276","Q4","0.2","1.61"%,
"Translational Cancer Research","2218-676X","2219-6803","ONCOLOGY - SCIE","1,788","1.241","Q4","0.15","89.26"%,
"INDIAN JOURNAL OF CANCER","0019-509X","1998-4774","ONCOLOGY - SCIE","1,741","1.224","Q4","0.18","0"%,
"Clinical Journal of Oncology Nursing","1092-1095","1538-067X","ONCOLOGY - SCIE","1,932","1.027","Q4","0.49","0"%,
"Cancer Radiotherapie","1278-3218","1769-6658","ONCOLOGY - SCIE","964","1.018","Q4","0.25","0.29"%,
"FOLIA BIOLOGICA","0015-5500","0015-5500","ONCOLOGY - SCIE","587","0.906","Q4","0.16","0"%,
"Oncologie","1292-3818","1765-2839","ONCOLOGY - SCIE","52","0.333","Q4","0.04","40.35"%,
"Onkologe","0947-8965","1433-0415","ONCOLOGY - SCIE","217","0.234","Q4","0.05","3.47"%,
"UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi","1306-133X","1306-133X","ONCOLOGY - SCIE","107","0.2","Q4","0.03","0"%,
"EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY","0392-2936","0392-2936","ONCOLOGY - SCIE","1,356","0.196","Q4","0.06","0"%,
"Psycho-Oncologie","1778-3798","1778-381X","ONCOLOGY - SCIE","56","0.089","Q4","0.03","0"%,
"JCO Oncology Practice","2688-1527","2688-1535","ONCOLOGY - SCIE","318","n/a","Q4","n/a","5.73"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
