"Journal Data Filtered By:  Selected Categories: CLINICAL NEUROLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"NEUROCHIRURGIE","0028-3770","1773-0619","CLINICAL NEUROLOGY - SCIE","1,151","1.553","Q4","0.4","1.08"%,
"Applied Neuropsychology-Child","2162-2965","2162-2973","CLINICAL NEUROLOGY - SCIE","475","1.493","Q4","0.5","1.26"%,
"CHILDS NERVOUS SYSTEM","0256-7040","1433-0350","CLINICAL NEUROLOGY - SCIE","7,901","1.475","Q4","0.5","7.27"%,
"NEUROLOGIST","1074-7931","2331-2637","CLINICAL NEUROLOGY - SCIE","1,071","1.398","Q4","0.31","0"%,
"Annals of Indian Academy of Neurology","0972-2327","1998-3549","CLINICAL NEUROLOGY - SCIE","1,610","1.383","Q4","0.28","100"%,
"CLINICAL NEUROPATHOLOGY","0722-5091","0722-5091","CLINICAL NEUROLOGY - SCIE","982","1.368","Q4","0.37","0"%,
"Noropsikiyatri Arsivi-Archives of Neuropsychiatry","1300-0667","1309-4866","CLINICAL NEUROLOGY - SCIE","807","1.339","Q4","0.28","0"%,
"Journal of Neurological Surgery Part A-Central European Neurosurgery","2193-6315","2193-6323","CLINICAL NEUROLOGY - SCIE","788","1.268","Q4","0.38","0"%,
"JOURNAL OF NEUROSCIENCE NURSING","0888-0395","1945-2810","CLINICAL NEUROLOGY - SCIE","1,127","1.23","Q4","0.55","3.51"%,
"NERVENARZT","0028-2804","1433-0407","CLINICAL NEUROLOGY - SCIE","2,034","1.214","Q4","0.29","14.1"%,
"Sleep and Biological Rhythms","1446-9235","1479-8425","CLINICAL NEUROLOGY - SCIE","904","1.186","Q4","0.3","7.79"%,
"PEDIATRIC NEUROSURGERY","1016-2291","1423-0305","CLINICAL NEUROLOGY - SCIE","2,512","1.162","Q4","0.37","1.04"%,
"SCHMERZ","0932-433X","1432-2129","CLINICAL NEUROLOGY - SCIE","935","1.107","Q4","0.37","9.15"%,
"Turkish Neurosurgery","1019-5149","1019-5149","CLINICAL NEUROLOGY - SCIE","1,673","1.003","Q4","0.35","0"%,
"Neurosciences","1319-6138","N/A","CLINICAL NEUROLOGY - SCIE","697","0.906","Q4","0.2","1.89"%,
"NEUROCASE","1355-4794","1465-3656","CLINICAL NEUROLOGY - SCIE","1,305","0.881","Q4","0.26","3.38"%,
"REVISTA DE NEUROLOGIA","0210-0010","1576-6578","CLINICAL NEUROLOGY - SCIE","2,035","0.87","Q4","0.18","0"%,
"FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE","0720-4299","1439-3522","CLINICAL NEUROLOGY - SCIE","673","0.752","Q4","0.2","0"%,
"Zeitschrift fur Neuropsychologie","1016-264X","1664-2902","CLINICAL NEUROLOGY - SCIE","120","0.575","Q4","0.09","0"%,
"Ideggyogyaszati Szemle-Clinical Neuroscience","0019-1442","2498-6208","CLINICAL NEUROLOGY - SCIE","215","0.427","Q4","0.1","0"%,
"KLINISCHE NEUROPHYSIOLOGIE","1434-0275","1439-4081","CLINICAL NEUROLOGY - SCIE","54","0.27","Q4","0.05","0"%,
"Neurology Asia","1823-6138","N/A","CLINICAL NEUROLOGY - SCIE","265","0.183","Q4","0.06","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
